chunk,document_id,part_id,cluster
"Портал – приложение для Android и IOS «WB point», имеющие персонифицированный вэб-интерфейс, предназначенный для отражения соответствующих сведений и статусов по операциям с Отправлениями, Заказами, Товарами, а также осуществления взаимодействия Исполнителя с Вайлдберриз, включая обмен электронными документами, информацией, совершения отдельных операций и юридически значимых действий. Объем доступных операций и функциональные возможности Портала определяются Заказчиком самостоятельно",1,1.0,0
"Деактивация – частичное ограничение деятельности ПВЗ Исполнителя Заказчиком в порядке, предусмотренном Договором",1,1.0,0
"Блокировка – полное прекращение деятельности ПВЗ Исполнителя Заказчиком в порядке, предусмотренном Договором",1,1.0,0
ID/User ID – Идентификационный номер пользователя программного обеспечения Вайлдберриз,1,1.0,0
"Маркетплейс-короб – короб с Товарами/Отправлениями, передаваемый в ПВЗ Продавцом предназначенный для последующей передачи Исполнителем на склад Вайлдбериз",1,1.0,0
"Программное обеспечение Вайлдберриз (ПО Вайлдберриз) – интегрированная автоматизированная электронная система для получения доступа на Портал и его использования, предоставленная Заказчиком Исполнителю, включающая в себя (не ограничиваясь) веб-сервис, доступный через браузер и через мобильные устройства. Доступ к ПО Вайлдберриз осуществляется по связке логин и пароль",1,1.0,0
"Личный кабинет (ЛК) - персональная страница Исполнителя на Портале, необходимая Исполнителю для оказания услуг по Договору, доступ к которой осуществляется с помощью ввода логина и пароля",1,1.0,0
"Баланс – сведения отраженные в ЛК Исполнителя о начисленном Исполнителю вознаграждении за оказанные услуги, с учетом примененных к Исполнителю штрафных санкций (сумм штрафов, неустоек), а также с учетом зачтенных Заказчиком убытков, возникших в период оказания услуг по настоящему Договору. Исполнитель может распоряжаться Балансом по своему усмотрению",1,1.0,1
"Рейтинг ПВЗ – единица оценки ПВЗ Исполнителя и качества оказываемых им услуг в ПВЗ, определяемая на основании анализа 150 последних уникальных отзывов и оценок Клиентов на официальном сайте Вайлдберриз или в официальном мобильном приложении Вайлдберриз для Android и IOS, включая, но не ограничиваясь в отношении: состояния ПВЗ, качества обслуживания Клиентов, а также иных факторов, влияющих на качество оказания услуг",1,1.0,0
"Клиентский возврат – Товар/Отправление возвращаемые Клиентом Вайлдберриз, после его оплаты и получения в ПВЗ, в течение срока и согласно порядку, установленному договором между Клиентом и Продавцом, и/или законодательством страны места нахождения сторон",1,1.0,0
"Товар надлежащего качества — исправный Товар/Отправление, который соответствует всем характеристикам, заявленным Продавцом (производителем, поставщиком)",1,1.0,0
"Товар ненадлежащего качества (бракованный Товар) — Товар/Отправление несоответствующие обязательным требованиям, предусмотренным законом, либо в установленном им порядке, или условиям договора, или целям, для которых товар такого рода обычно используется, или целям, о которых Продавец был поставлен в известность Покупателем при заключении договора розничной купли-продажи, либо Товары/Отправления с повреждением тары/упаковки",1,1.0,0
"Склад – помещение Заказчика или юридического лица/индивидуального предпринимателя, привлеченного Заказчиком, в котором осуществляется хранение, обработка и упаковка Товаров/Отправлений",1,1.0,0
"Комиссия по созданию условий саморегулирования в электронной торговле (Комиссия) – совещательный орган, образованный с целью реализации механизмов саморегулирования в торговой отрасли и подготовки в случае необходимости предложений по их законодательному закреплению. Учреждена приказом Министерства промышленности и торговли Российской Федерации от 20.07.2022 №",1,1.0,0
"Инструкция – Документы/информация, размещенные Заказчиком на сайте www.point.wb.ru,содержащие правила, указания или руководства, устанавливающие порядок и способ оказания услуг по Оферте, использования ПО Вайлдберриз. Инструкция является обязательным документом для ознакомления и соблюдения Исполнителем и иными лицами, действующими на стороне Заказчика в ПВЗ",1,1.0,0
"Курьер – привлекаемое Заказчиком или Исполнителем лицо, оказывающее услуги по доставке Товаров/Отправлений Клиенту, или доставке невостребованных Товаров/Отправлений, Клиентских возвратов от Клиента до ПВЗ",1,1.0,0
"Исполнитель на Портале заполняет сведения и загружает материалы и документы, необходимые для заключения Договора, соответствующие требованиям, изложенным на Портале, и совершает действия, предусмотренные соответствующей страницей Портала",1,2.0,0
"Вайлдберриз изучает полученные от Исполнителя сведения, материалы и документы и предоставляет Исполнителю доступ на Портал посредством направления данных для доступа на Портал на адрес электронной почты или телефон Исполнителя, указанный последним при регистрации на Портале. В случае использования в качестве Портала сайта Исполнителю направляется логин и пароль. В случае использования в качестве Портала приложения Исполнителю направляется код для регистрации в приложении. Предоставление Исполнителю данных для доступа на Портал признается предложением Вайлдберриз о заключении Договора на условиях настоящей Оферты",1,2.0,0
"Исполнитель осознает и соглашается с тем, что для целей заключения, исполнения, изменения и прекращения Договора, осуществления расчетов, формирования и подписания документов, предоставления функциональных возможностей ПО Вайлдберриз, Портала и ЛК, Заказчик может осуществлять обработку (как с использованием средств автоматизации, так и без использования таких средств) персональных данных Исполнителя (если применимо) и персональных данных, предоставленных Исполнителем. Для достижения указанных целей осуществляется обработка персональных данных в следующем объеме: фамилия, имя, отчество; пол, возраст; дата и место рождения; паспортные данные (включая фотоизображение паспорта); адрес регистрации по месту жительства и адрес фактического проживания; номер телефона (домашний, мобильный); адрес электронной почты, СНИЛС, банковские реквизиты, фото- и видеоизображение Исполнителя. Заказчик также вправе осуществлять передачу персональных данных в объеме ID и ИНН в адрес третьих лиц, предоставляющих услуги Исполнителю по его выбору, когда это необходимо для обеспечения надлежащего исполнения Договора, включая п. 6.6. Договора. В случае, если Исполнитель направляет Заказчику уведомление о расторжении Договора в порядке, предусмотренном п. 9.5. Договора, обработка персональных данных, необходимая для предоставления Исполнителю функциональных возможностей ПО Вайлдберриз, Портала и ЛК, прекращается в порядке и в сроки, предусмотренные законом. В случае прекращения действия Договора Заказчик вправе продолжить осуществлять обработку персональных данных при наличии иных надлежащих правовых оснований обработки персональных данных",1,2.0,0
Договор на условиях Оферты признается заключенным между Вайлдберриз и Исполнителем с момента:,1,2.0,0
"Отношения сторон по Договору, заключение, прекращение и исполнение Договора регулируются действующим законодательством страны государственной регистрации Сторон",1,2.0,0
"Исполнитель обязан предоставить Вайлдберриз документы, подтверждающие наличие у Исполнителя права пользования (собственности, аренды или на ином основании) помещением, указанном в перечне ПВЗ, подписанном сторонами, в течение 3 рабочих дней с момента подписания сторонами перечня ПВЗ или его дополнения новым ПВЗ",1,2.0,1
"Стороны пришли к соглашению о том, что информация в электронной форме, подписанная простой электронной подписью Сторонами (также - простая электронная подпись, акцептирование оферты), аналог собственноручной подписи, здесь и далее, обозначает электронную подпись, которая посредством использования кодов подтверждает факт формирования электронной подписи определённым лицом, признается электронным документом, равнозначным документу на бумажном носителе, подписанному собственноручной подписью Сторон. Простая электронная подпись Исполнителя, формируется в процессе самостоятельной (без непосредственного участия Заказчика) регистрации Исполнителем на Портале",1,2.0,0
В соответствии с условиями настоящего Договора Исполнитель обязуется оказывать Вайлдберриз следующие услуги:,1,3.0,0
"Доставлять Отправления Клиентам указанным Вайлдберриз способом (путем вручения Отправления в ПВЗ или посредством доставки по адресу, указанному Клиентом, в зависимости от указанного в Заказе способа);",1,3.0,0
Получать возвращаемые Клиентами Товары и хранить их до передачи Вайлдберриз,1,3.0,0
"Доставлять Отправления Продавцам со склада Вайлдберриз исключительно в присутствии Продавцов, либо лиц, документально уполномоченных Продавцами на приемку таких товаров под камерами видеонаблюдения, установленными на ПВЗ, путем вручения Отправлений в ПВЗ, предварительно осуществляя обработку каждой единицы товара, поступившего Отправления. Обработка поступивших для Продавцов Отправлений не учитывается при расчете премии за своевременную обработку товара предусмотренной условиями Оферты. Вознаграждение Исполнителя за доставку отправлений Продавцам рассчитывается за каждую единицу принятого на ПВЗ товара согласно тарифам (Приложение №1 к Договору)",1,3.0,2
"Принимать от Продавцов Товары/Отправления в Маркетплейс-коробах, (габариты которых указаны в ПО Вайлдбериз и/или в Оферте) исключительно в присутствии Продавцов, либо лиц, документально уполномоченных Продавцами на передачу таких Маркетплейс-коробов под камерами видеонаблюдения, установленными на ПВЗ и хранить их до передачи на склад Вайлдберриз, без предварительной обработки содержимого Маркетплейс-короба (каждой единицы Товаров/Отправлений). Вознаграждение Исполнителя за приемку Маркетплейс-коробов и передачу их на склад Вайлдберриз, рассчитывается за каждую единицу Маркетплейс-короба принятого на ПВЗ, согласно Тарифам (Приложение №1 к Договору). Маркетплейс-коробы несоответствующие требуемым габаритам принимать от Продавцов в ПВЗ запрещено",1,3.0,2
Принимать от Вайлдберриз Товары/Отправления предназначенные для передачи курьерам Заказчика и осуществлять их передачу исключительно в присутствии курьеров в ПВЗ. Вознаграждение Исполнителя за приемку и передачу Товаров/Отправлений курьерам Вайлдберриз рассчитывается согласно данным содержащимся в ПО Вайлдберриз,1,3.0,1
"Оказывать Заказчику, в случаях предусмотренных Офертой, услуги по переупаковке Товаров/Отправлений, предназначенных для возврата на Склад. Вознаграждение Исполнителя за переупаковку Товаров/Отправлений рассчитывается согласно Тарифам (Приложение №1 к Договору)",1,3.0,0
"Исполнитель вправе по согласованию с Заказчиком оказывать услуги по курьерской доставке Товаров/Отправлений из ПВЗ Клиентам или доставке невостребованных Товаров/Отправлений, Клиентских возвратов от Клиента до ПВЗ. В случае оказания Исполнителем услуг по курьерской доставке Товаров/Отправлений и выборе указанного способа доставки Клиентом, Исполнитель своими силами и средствами осуществляет доставку Товаров/Отправлений по адресу, указанному в Заказе или доставку невостребованных Товаров/Отправлений, Клиентских возвратов от Клиента до ПВЗ",1,3.0,1
"Настоящий Договор не является договором поручения или агентирования. Исполнитель не вправе заключать с третьими лицами сделки от имени Вайлдберриз или от своего имени за счет Вайлдберриз или иначе представлять Вайлдберриз в отношениях с указанными лицами. Исполнитель действует исключительно в качестве лица, организующего доставку товаров, приобретенных Клиентом по договорам, заключенным Клиентом с Продавцом, до Клиента и доставку товаров, возвращаемых Клиенту Продавцом",1,3.0,1
Исполнитель осуществляет оказание услуг в ПВЗ перечисленных в Личном кабинете,1,3.0,0
"Действующие ПВЗ реализуются в рамках Программ, в соответствии с Приложением ""Программы реализации действующих ПВЗ""",1,3.0,0
"Подключение к Программе - 1 производится посредством программного обеспечения Вайлдберриз, доступ к которому предоставлен Исполнителю в Личном кабинете",1,3.0,0
"Исполнитель, желающий принять участие в Программе - 1 по определенному ПВЗ, размещает ценовое предложение (заявку) на подключение посредством функционала программного обеспечения Вайлдберриз. Ценовое предложение, признанное приоритетным относительно заявок иных Исполнителей, принятых по Программам по определенному ПВЗ подлежит оплате на условиях, определяемых Сторонами. Факт размещения Исполнителем ценового предложения является безвозмездным",1,3.0,1
"Ценовое предложение по Программе - 1, размещается Исполнителем за 1 (Один) действующий ПВЗ в национальной валюте страны государственной регистрации сторон и не может быть менее эквивалента суммы 10 000 (десять тысяч) рублей по курсу ЦБ РФ на дату подачи ценового предложения",1,3.0,1
Предложение о реализации ПВЗ по Программе – 1 действует с момента размещения предложения о реализации ПВЗ на информационной площадке до момента определения приоритетного ценового предложения,1,3.0,0
"Заявка Исполнителя, разместившего самое высокое ценовое предложение по подключению к Программе - 1 по определенному ПВЗ, признается приоритетной по прошествии 72 (семидесяти двух) часов с момента размещения такого предложения. В личный кабинет Исполнителя, чье ценовое предложение признано приоритетным, Заказчиком направляется соответствующее уведомление",1,3.0,1
"Исполнитель, заявка которого признана приоритетной по Программе - 1, в течение 10 (десяти) рабочих дней с момента получения соответствующего уведомления, обязан присоединить к настоящему Договору реализованный ПВЗ посредством функционала программного обеспечения Вайлдберриз. В случае нарушения указанных требований, ценовое предложение Исполнителя признается необоснованно отмененным им по собственной инициативе, а на Исполнителя нарушившего настоящие требования, накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 50 000 (пятьдесят тысяч) российских рублей по курсу ЦБ РФ на дату выявления нарушения, за каждое отмененное ценовое предложение. ПВЗ, реализация по которому не состоялась по причине необоснованной отмены ценового предложения, подлежит возврату в информационную систему для дальнейшей реализации",1,3.0,1
"На Исполнителя, разместившего предложение о реализации ПВЗ по Программе - 1 посредством программного обеспечения Вайлдберриз, и отменившего его впоследствии, накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 50 000 (пятьдесят тысяч) российских рублей по курсу ЦБ РФ на дату выявления отмены предложения за каждый выявленный случай",1,3.0,1
"Действующие ПВЗ Заказчика реализуются исключительно в рамках Программы по продаже комплексной услуги «Готовый ПВЗ Wildberries под ключ» (далее – Программа - 2), включающую в себя: присоединение к настоящему Договору по определенному ПВЗ, прием-передача оборудования, оргтехники, необходимых для обработки Отправлений и Товаров, иного имущества, находящегося на определенном ПВЗ в момент подключения к участию Программе, необходимых для функционирования ПВЗ и оказания услуг по выдаче Товаров Клиентам",1,3.0,0
"Подключение к Программе – 2 производится посредством программного обеспечения Вайлдберриз, доступ к которому предоставлен Исполнителю в Личном кабинете",1,3.0,0
"Исполнитель, желающий принять участие в Программе - 2 по определенному ПВЗ, размещает ценовое предложение на подключение посредством функционала программного обеспечения Вайлдберриз. Факт размещения Исполнителем ценового предложения является безвозмездным. Оплате подлежит ценовое предложение (заявка), признанное приоритетным относительно заявок иных Исполнителей, желающих принять участие в Программе по определенному ПВЗ",1,3.0,1
"Ценовое предложение, размещаемое Исполнителем, не может быть менее 400 000 (Четыреста тысяч) рублей за 1 (Один) действующий ПВЗ",1,3.0,0
"Заявка Исполнителя, разместившего самое высокое ценовое предложение по подключению к Программе - 2 по определенному ПВЗ, признается приоритетной",1,3.0,1
"Исполнитель, заявка которого признана приоритетной, обязан подключиться к Программе - 2 в течение 5 (Пяти) рабочих дней с момента признания его заявки приоритетной. При этом, оплата за подключение к Программе производится в сумме приоритетного ценового предложения (заявки) посредством удержания Вайлдберриз денежных средств из стоимости услуг Исполнителя в течение 6 (Шести) месяцев с даты подключения Исполнителя к Программе равными долями. В случае отмены/изменения ценового предложения в меньшую сторону Исполнителем, заявка признается необоснованно отмененной им по собственной инициативе, а на Исполнителя накладывается штраф в размере 50 000 (Пятьдесят тысяч) рублей за каждое отмененное ценовое предложение",1,3.0,1
"Вайлдберриз и Исполнитель могут заключить договор купли-продажи оборудования, необходимого для обработки Отправлений и Товаров, упаковочных материалов и иных товаров, необходимых для функционирования ПВЗ, представленных в ассортименте Вайлдберриз на официальном сайте www.wildberries.ru (далее – Вспомогательные товары), включая одноименные доменные имена в Интернет-пространстве страны, на территории которой зарегистрированы стороны по договору, либо самостоятельно приобрести данный вид товаров из своего личного кабинета. Заключение указанного договора и отношения сторон по приобретению Вспомогательных товаров регулируются Приложением к Оферте",1,3.0,0
"При оплате стоимости услуг Вайлдберриз вправе удержать из подлежащей выплате суммы стоимость подлежащих оплате вспомогательных товаров, а также стоимость Товаров, утраченных, утерянных, или поврежденных в период их нахождения у Исполнителя",1,3.0,1
"Вайлдберриз предоставляет Исполнителю информацию о Заказах, в том числе информацию о Клиенте (код получения и адрес Клиента (в случае осуществления курьерской доставки)), необходимую и достаточную для выполнения Исполнителем обязательств в соответствии с п. 3.1 настоящего Договора. Исполнитель обязуется не раскрывать предоставленную информацию и использовать ее только в целях, определенных настоящим Договором",1,4.0,1
Положения настоящего Договора не могут быть истолкованы как содержащие обязательство Вайлдберриз обеспечить предоставление Исполнителю определенного объема Заказов,1,4.0,0
"Исполнитель подтверждает, что размещение информации на Портале является надлежащим способом доведения до Исполнителя такой информации. Исполнитель обязан знакомиться с информацией, размещаемой Вайлдберриз на Портале, и несет все риски не ознакомления",1,4.0,0
"Доставка Отправлений от Вайлдберриз до Исполнителя в ПВЗ, а также вывоз из ПВЗ Товаров, возвращенных и не востребованных Клиентами, осуществляется Вайлдберриз собственными силами или с привлечением транспортной компании (далее – Перевозчик). Исполнитель обязан обеспечить готовность осуществить получение Отправлений от Вайлдберриз, а также возвратить Товары Вайлдберриз в любое время прибытия транспортного средства. В случае нарушения условий настоящего пункта на, Исполнителя накладывается штраф в национальной валюте страны государственной регистрации сторон, эквивалентный сумме 100 000 (сто тысяч) российских рублей по курсу ЦБ РФ на дату выявления нарушения за каждый выявленный случай",1,4.0,1
"Исполнитель обязан совершать действия по приемке Отправлений от Вайлдберриз (или перевозчика), доставке Отправлений Клиентам указанным Вайлдберриз способом, получению от Клиентов возвращаемых ими Товаров, передаче Вайлдберриз (или перевозчику) Товаров, возвращенных и не востребованных Клиентами, в порядке и на условиях, установленных «Правилами оказания услуг», которые являются неотъемлемой частью настоящего Договора",1,4.0,1
"Факт передачи Исполнителю Товаров/Отправлений в ПВЗ и передача Исполнителем возвращаемых или невостребованных Товаров/Отправлений из ПВЗ, отражаются в программном обеспечении Вайлдберриз",1,4.0,1
